,MSSubClass,MSZoning,LotShape,LandContour,LotConfig,Neighborhood,Condition1,BldgType,HouseStyle,RoofStyle,Exterior1st,Exterior2nd,MasVnrType,Foundation,GarageType,GarageCond,SaleType,SaleCondition,LotFrontage,LotArea,OverallQual,MasVnrArea,ExterQual,BsmtQual,TotalBsmtSF,HeatingQC,CentralAir,GrLivArea,KitchenQual,TotRmsAbvGrd,FireplaceQu,GarageFinish,GarageCars,GarageQual,SalePrice,Total_OutdoorSF,Baths,Age,AgeRemodAdd,AgeGarage
593,11,4,3,3,4,5,2,4,2,1,12,13,1,2,1,5,8,4,71.68253968253968,4435,6,170.0,4,4,848,5,1,848,4,4,0,3,2,3,140000,140,2,6,6,6.0
594,0,3,0,3,4,5,2,0,2,3,6,6,2,1,5,5,8,4,88.0,7990,5,0.0,3,4,924,3,1,924,3,5,0,1,1,3,110000,0,1,33,33,27.0
595,0,3,0,3,4,22,2,0,2,1,12,9,1,2,1,5,6,5,69.0,11302,8,238.0,4,4,1814,5,1,1826,4,7,3,3,3,3,319000,375,3,1,0,1.0
596,6,4,3,3,4,17,2,0,5,1,12,13,2,1,5,1,8,4,60.0,3600,6,0.0,3,3,684,5,0,1368,3,7,0,1,1,3,114504,158,1,96,13,76.0
597,11,3,3,3,4,0,2,4,2,1,12,13,1,2,1,5,6,5,53.0,3922,7,72.0,4,5,1258,5,1,1402,4,7,4,3,3,3,194201,136,4,1,0,1.0
598,0,3,3,0,4,6,2,0,2,1,9,10,1,1,1,5,8,4,80.0,12984,5,459.0,3,4,1430,5,1,1647,4,7,3,3,2,3,217500,0,3,29,29,29.0
599,12,4,3,3,4,1,2,3,5,1,8,8,2,1,1,5,0,4,24.0,1950,6,0.0,3,4,716,3,1,1556,3,6,3,3,2,3,151000,161,4,28,28,28.0
600,5,3,3,3,4,16,2,0,5,1,12,13,1,2,3,5,8,4,74.0,10927,8,280.0,4,4,1058,5,1,1904,5,8,4,3,2,3,275000,239,4,1,1,3.0
601,4,4,3,0,4,9,2,0,0,1,13,14,2,2,5,5,8,4,50.0,9000,6,0.0,3,3,780,3,1,1375,4,6,4,1,1,3,141000,288,2,70,57,28.0
602,5,3,0,3,4,20,2,0,5,1,6,6,2,2,1,5,8,0,80.0,10041,8,0.0,4,4,908,5,1,1915,4,8,3,3,2,3,220000,270,4,14,14,14.0
603,12,1,3,3,4,21,2,4,5,1,8,8,2,2,5,5,8,4,30.0,3182,7,0.0,4,4,600,5,1,1200,4,4,0,2,2,3,151000,172,3,6,5,6.0
604,0,3,0,3,4,5,2,0,2,1,12,13,1,2,1,5,8,4,88.0,12803,7,99.0,4,4,1494,5,1,1494,4,6,3,2,2,3,221000,228,3,6,6,6.0
605,5,3,3,3,4,12,2,0,5,1,6,6,1,1,1,5,8,4,85.0,13600,7,176.0,3,3,768,3,1,1986,3,7,2,1,2,3,205000,231,3,44,19,44.0
606,0,3,1,2,0,5,2,0,2,1,12,13,2,2,5,5,8,4,82.0,12464,5,0.0,3,4,1040,4,1,1040,4,6,0,1,2,3,152000,168,2,13,13,9.0
607,0,3,3,0,4,7,2,0,5,1,8,8,2,1,1,5,8,4,78.0,7800,5,0.0,3,3,896,5,1,2008,5,8,0,1,1,3,225000,103,4,58,4,58.0
608,6,3,3,1,4,6,2,0,5,1,3,14,2,2,2,5,8,2,78.0,12168,8,0.0,3,4,965,3,1,3194,3,10,4,1,2,3,359100,0,3,73,9,73.0
609,0,3,3,3,4,19,1,0,2,1,12,13,0,1,1,5,8,4,61.0,7943,4,192.0,3,3,1029,4,1,1029,3,5,0,1,1,3,118500,103,2,46,46,46.0
610,5,3,3,3,4,5,4,0,5,3,12,13,1,2,1,5,8,4,71.68253968253968,11050,9,204.0,4,5,1440,5,1,2153,5,8,5,3,3,3,313000,395,4,9,9,9.0
611,8,3,0,3,2,14,2,0,7,1,6,6,1,1,1,5,8,4,81.28888888888889,10395,6,233.0,3,4,1032,3,1,1032,3,6,3,1,2,3,148000,0,3,29,29,29.0
612,5,3,3,3,4,5,2,0,5,1,12,13,1,2,3,5,8,4,71.68253968253968,11885,8,108.0,4,4,1299,5,1,1872,5,7,3,2,2,3,261500,282,4,8,8,8.0
613,0,3,3,3,4,11,1,0,2,1,12,13,2,2,6,3,6,5,70.0,8402,5,0.0,3,4,1120,5,1,1120,3,6,0,0,0,0,147000,30,1,0,0,0.0
614,13,4,3,3,4,10,2,4,6,1,5,5,2,1,6,3,8,4,21.0,1491,4,0.0,3,4,630,5,1,630,3,3,0,0,0,0,75500,120,2,38,38,0.0
615,9,3,3,3,4,12,1,0,6,1,8,8,1,2,1,5,8,0,80.0,8800,6,156.0,3,3,936,5,1,1054,4,6,0,2,2,3,137500,120,2,47,47,47.0
616,5,3,0,3,4,8,2,0,5,1,12,13,2,2,1,5,8,4,79.87755102040816,7861,6,0.0,4,4,783,5,1,1509,4,7,4,3,2,3,183200,175,4,4,3,4.0
617,3,3,3,1,0,12,0,0,1,1,8,8,2,1,5,5,8,4,59.0,7227,6,0.0,3,3,832,4,1,832,4,4,0,1,2,3,105500,0,1,54,54,46.0
618,0,3,3,3,4,16,2,0,2,3,5,5,1,2,1,5,6,5,90.0,11694,9,452.0,5,5,1822,5,1,1828,4,9,4,1,3,3,314813,368,2,0,0,0.0
619,5,3,3,3,4,23,2,0,5,3,12,13,3,2,1,5,8,4,85.0,12244,8,226.0,4,4,1482,5,1,2262,4,10,4,3,3,3,305000,168,4,5,5,5.0
620,1,3,3,3,4,7,2,0,2,1,11,12,2,0,6,3,8,4,45.0,8248,3,0.0,3,3,864,3,0,864,3,5,0,0,0,0,67000,100,2,94,58,0.0
621,5,3,3,3,4,14,2,0,5,1,6,6,2,1,1,5,8,4,90.0,10800,6,0.0,3,3,1522,3,1,2614,3,9,3,2,2,3,240000,281,3,34,11,34.0
622,0,3,3,3,4,19,2,0,2,1,9,10,1,1,5,5,8,4,71.0,7064,5,153.0,3,3,980,3,1,980,3,6,0,1,2,3,135000,192,1,32,32,23.0
623,12,1,3,3,4,21,2,4,5,1,8,8,1,2,5,5,8,4,64.66666666666667,2117,6,513.0,4,4,756,5,1,1512,4,4,3,1,2,3,168500,32,3,7,7,7.0
624,5,3,3,3,4,14,2,0,5,1,12,13,2,1,1,5,8,4,80.0,10400,6,288.0,3,3,732,4,1,1790,3,8,3,2,2,3,165150,295,4,34,34,34.0
625,0,3,0,3,0,12,2,0,2,3,13,14,1,1,1,5,8,4,87.0,10000,6,261.0,3,3,1116,3,1,1116,3,5,0,1,2,3,160000,385,2,48,48,48.0
626,0,3,0,3,4,12,2,0,2,3,13,14,2,1,1,5,8,4,76.46236559139786,12342,5,0.0,3,3,978,3,1,1422,3,6,3,2,1,3,139900,36,1,47,29,47.0
627,8,3,3,3,4,12,2,0,7,1,0,0,1,1,2,5,8,4,80.0,9600,6,164.0,3,3,1156,5,1,1520,3,7,4,2,1,3,153000,189,2,55,38,55.0
628,5,3,0,1,4,12,2,0,5,1,9,10,1,2,1,5,8,3,70.0,11606,5,192.0,3,4,1040,3,1,2080,2,9,3,1,2,3,135000,335,4,38,38,38.0
629,8,3,3,3,0,12,1,0,7,1,9,14,1,1,1,5,8,4,82.0,9020,6,259.0,3,3,1248,3,1,1350,3,6,0,2,2,3,168500,176,3,44,44,44.0
630,6,4,3,3,0,17,0,0,5,1,12,13,2,0,5,4,8,0,50.0,9000,5,0.0,3,2,636,3,1,1750,5,8,0,1,1,2,124000,293,1,126,15,69.0
631,11,3,3,3,4,16,2,3,2,1,12,13,3,2,1,5,8,4,34.0,4590,8,108.0,4,4,1554,5,1,1554,4,6,4,2,2,3,209500,229,2,1,1,1.0
632,0,3,3,3,4,14,2,0,2,3,9,10,1,1,1,5,8,3,85.0,11900,7,209.0,3,3,1386,3,1,1411,3,6,3,3,2,3,82500,192,2,32,32,32.0
633,0,3,3,3,0,12,2,0,2,1,13,14,2,1,1,5,8,4,80.0,9250,5,0.0,3,3,1056,3,1,1056,3,6,0,1,1,3,139400,390,2,53,2,53.0
634,10,3,3,3,4,17,2,2,6,1,9,10,2,1,5,5,8,4,64.0,6979,6,0.0,3,3,1056,4,1,1056,3,4,0,1,2,3,144000,320,2,30,30,30.0
635,14,2,3,0,4,18,1,1,3,3,12,13,2,1,6,3,8,0,60.0,10896,6,0.0,2,3,1440,5,1,3395,2,14,0,0,0,0,200000,110,2,93,12,0.0
636,1,4,3,3,4,3,2,0,2,1,0,0,2,0,6,3,5,4,51.0,6120,2,0.0,2,3,264,2,0,800,2,4,1,0,0,0,60000,0,1,73,59,0.0
637,14,4,3,3,4,17,2,1,0,1,13,14,2,1,3,5,8,4,50.0,6000,5,0.0,3,3,811,3,1,1387,4,7,0,1,1,3,93000,0,2,55,55,55.0
638,1,3,3,3,4,7,1,0,2,1,8,14,2,1,6,3,8,4,67.0,8777,5,0.0,3,2,796,4,1,796,3,4,0,0,0,0,85000,492,1,98,58,0.0
639,11,3,3,3,4,0,2,4,2,3,12,13,2,2,1,5,6,5,53.0,3982,8,0.0,4,4,1520,5,1,1567,5,7,4,3,3,3,264561,312,3,0,0,0.0
640,11,3,0,3,4,16,2,4,2,3,8,8,1,2,1,5,8,4,62.0,12677,8,472.0,5,5,1518,5,1,1518,5,6,4,2,2,3,274000,325,2,5,4,5.0
641,5,1,3,3,4,21,2,0,5,1,12,13,2,2,1,5,8,4,64.66666666666667,7050,7,0.0,4,4,1057,5,1,1929,4,7,3,3,2,3,226000,235,4,6,6,6.0
642,8,3,3,3,4,12,2,0,7,1,9,14,2,1,1,5,8,4,75.0,13860,8,0.0,4,4,1952,4,1,2704,5,9,3,3,2,3,345000,380,4,37,14,37.0
643,5,3,3,3,4,14,6,0,5,4,14,6,1,1,1,5,8,4,80.0,10793,5,263.0,3,3,780,5,1,1620,3,7,0,3,2,3,152000,208,3,38,38,38.0
644,0,1,3,3,4,21,2,0,2,1,5,5,3,2,1,5,6,5,85.0,9187,9,162.0,5,5,1766,5,1,1766,5,7,4,3,3,3,370878,325,4,0,0,0.0
645,0,3,0,3,0,12,2,0,2,3,9,10,2,1,5,5,8,4,76.46236559139786,10530,6,0.0,3,3,981,3,1,981,3,5,0,1,2,3,143250,352,3,36,36,28.0
646,0,3,3,3,4,12,2,0,2,3,8,8,2,1,5,5,8,4,60.0,7200,5,0.0,3,0,0,4,1,1048,3,7,0,1,2,3,98300,27,1,58,58,58.0
647,0,3,0,3,4,7,2,0,2,3,13,14,3,1,1,5,8,4,85.0,10452,6,216.0,3,3,1094,5,1,1094,3,5,4,2,2,3,155000,287,1,55,55,55.0
648,5,3,3,3,4,12,4,0,5,1,8,8,1,1,1,5,8,4,70.0,7700,6,351.0,3,3,756,3,1,1839,3,7,3,1,2,3,155000,340,2,44,44,44.0
649,13,4,3,3,4,10,2,3,6,1,5,5,2,1,6,3,8,4,21.0,1936,4,0.0,3,4,630,4,1,630,3,3,0,0,0,0,84500,0,2,37,37,0.0
650,5,1,3,3,4,21,2,0,5,1,5,5,2,2,1,5,8,4,65.0,8125,7,0.0,4,4,813,5,1,1665,4,7,0,2,2,3,205950,0,3,1,1,1.0
651,6,3,3,3,4,7,0,0,5,1,8,8,2,1,5,4,8,4,60.0,9084,4,0.0,3,3,755,3,1,1510,3,7,4,1,1,2,108000,120,2,69,59,69.0
652,5,3,3,3,4,5,2,0,5,1,12,13,2,2,1,5,8,4,70.0,8750,7,0.0,4,4,880,5,1,1716,4,7,3,2,2,3,191000,120,3,13,13,13.0
653,4,4,3,3,4,9,2,0,0,1,8,8,2,1,5,5,8,4,60.0,10320,6,0.0,3,3,756,5,1,1469,3,7,0,1,1,3,135000,296,1,102,13,102.0
654,0,3,0,3,4,15,2,0,2,3,8,8,1,2,1,5,8,4,91.0,10437,8,660.0,4,4,2109,5,1,2113,4,7,3,3,3,3,350000,282,4,13,13,13.0
655,12,4,3,3,4,2,2,3,5,1,6,7,1,1,5,5,8,3,21.0,1680,6,381.0,3,3,525,3,1,1092,3,6,0,1,1,3,88000,0,2,39,39,39.0
656,0,3,0,3,4,12,2,0,2,1,6,6,1,1,1,5,8,4,72.0,10007,5,54.0,4,3,1053,5,1,1053,4,5,0,2,1,3,145500,0,3,49,2,49.0
657,6,3,3,1,4,6,2,0,5,1,11,15,2,0,1,5,8,4,60.0,7200,7,0.0,3,4,776,3,1,1502,3,6,4,2,1,3,149000,112,2,77,8,77.0
658,4,3,3,3,4,12,0,0,0,1,12,13,2,1,1,5,8,0,78.0,17503,6,0.0,3,3,912,3,1,1458,3,6,4,1,1,3,97500,192,2,62,60,62.0
659,0,3,3,3,0,7,2,0,2,3,8,8,2,2,5,5,8,4,75.0,9937,5,0.0,3,3,1486,5,1,1486,3,7,0,3,2,3,167000,0,2,45,10,41.0
660,5,3,3,3,1,14,2,0,5,1,9,10,1,1,1,5,8,4,81.28888888888889,12384,7,233.0,3,4,793,3,1,1935,3,7,3,2,2,3,197900,365,3,31,31,31.0
661,5,3,1,3,1,15,2,0,5,3,12,13,1,2,1,5,8,4,52.0,46589,8,528.0,4,4,1629,5,1,2448,4,8,3,2,3,3,402000,593,4,15,4,15.0
662,0,3,3,3,0,12,2,0,2,3,13,14,1,1,1,5,8,4,120.0,13560,6,216.0,3,2,1392,4,1,1392,3,5,3,2,2,3,110000,240,2,41,41,41.0
663,9,3,3,3,4,7,2,0,6,1,9,10,2,1,5,5,8,4,90.0,10012,4,0.0,3,4,1138,3,1,1181,3,6,0,2,2,3,137500,180,3,36,36,34.0
664,0,3,1,3,1,21,6,0,2,1,12,13,2,2,1,5,6,5,49.0,20896,8,0.0,4,5,2077,5,1,2097,5,8,5,3,3,3,423000,459,3,1,0,1.0
665,5,3,0,3,0,8,2,0,5,1,12,13,1,2,1,5,8,4,106.0,11194,8,40.0,4,4,1406,5,1,1936,4,7,3,2,2,3,230500,312,3,6,6,6.0
666,5,3,0,3,4,12,2,0,5,0,9,10,0,1,4,5,8,0,76.46236559139786,18450,6,113.0,3,4,1021,3,1,2380,3,7,1,1,2,3,129000,265,3,42,28,42.0
667,0,3,3,3,4,20,2,0,2,1,6,6,1,2,1,5,8,4,65.0,8125,6,258.0,3,4,1408,5,1,1679,4,7,2,2,2,3,193500,266,3,14,10,14.0
668,0,3,3,0,0,19,2,0,2,1,5,14,2,1,5,5,8,4,74.4375,14175,5,0.0,3,3,1188,4,1,1437,3,6,3,1,2,3,168000,304,3,50,19,7.0
669,1,3,3,3,4,6,2,0,2,1,8,8,2,0,5,1,8,4,80.0,11600,4,0.0,3,2,700,5,1,1180,2,5,4,1,1,3,137500,67,1,84,56,84.0
670,5,3,3,3,2,5,2,0,5,1,12,13,2,2,1,5,8,4,64.0,8633,6,0.0,4,4,738,5,1,1476,4,7,0,3,2,3,173500,135,4,4,4,4.0
671,6,2,3,3,4,7,0,0,5,2,13,14,2,0,5,5,8,4,54.0,6629,6,0.0,3,3,672,3,0,1369,3,6,0,1,1,3,103600,147,3,84,59,79.0
672,0,3,0,3,4,24,2,0,2,1,9,10,2,1,1,5,8,4,59.714285714285715,11250,6,0.0,4,4,1208,3,1,1208,3,6,3,2,2,3,165000,240,3,29,29,29.0
673,0,3,3,3,4,6,2,0,2,3,5,5,1,2,1,5,8,4,110.0,14442,6,106.0,3,3,1477,5,1,1839,4,7,3,3,2,3,257500,287,3,50,3,50.0
674,0,3,3,3,4,12,2,0,2,1,6,6,2,1,1,5,8,4,80.0,9200,6,0.0,3,3,1136,3,1,1136,3,5,4,2,1,3,140000,426,2,43,43,43.0
675,12,3,3,3,4,13,2,3,5,1,9,2,2,1,1,5,8,4,24.0,2289,6,0.0,3,3,855,3,1,1441,3,7,3,1,2,3,148500,28,3,31,31,31.0
676,6,4,3,3,4,17,2,0,5,1,0,12,2,0,0,1,8,4,60.0,9600,4,0.0,3,3,1095,2,0,1774,3,8,0,1,3,2,87000,90,3,106,56,86.0
677,1,3,3,3,4,17,2,0,2,1,12,13,2,0,5,1,8,4,52.0,9022,5,0.0,4,3,768,5,1,792,4,5,0,1,1,2,109500,436,1,85,3,85.0
678,0,3,0,3,4,22,2,0,2,3,12,13,3,2,1,5,6,5,80.0,11844,8,464.0,4,5,2046,5,1,2046,4,7,4,3,3,3,372500,404,3,1,1,1.0
679,0,3,0,3,4,19,2,0,2,3,13,14,1,1,5,5,8,4,74.4375,9945,5,57.0,3,3,988,3,1,988,3,5,0,1,2,3,128500,0,2,46,46,44.0
680,11,3,3,3,4,20,2,4,2,1,9,10,2,1,1,5,8,4,50.0,8012,6,0.0,3,4,923,3,1,923,3,5,3,2,1,3,143000,80,2,30,30,30.0
681,4,2,1,0,4,18,2,0,0,1,12,12,2,0,5,5,8,0,55.0,4500,5,0.0,3,3,793,5,1,1520,3,6,0,1,1,3,159434,56,1,77,9,41.0
682,11,3,3,1,4,4,2,0,2,1,13,14,2,2,1,5,8,4,83.46153846153847,2887,6,0.0,3,4,1291,5,1,1291,4,6,4,1,2,3,173000,307,2,12,11,12.0
683,0,3,0,3,0,5,2,0,2,3,12,13,3,2,1,5,8,4,90.0,11248,9,215.0,4,4,1626,5,1,1668,4,7,3,3,3,3,285000,302,3,5,5,5.0
684,5,3,1,3,1,15,2,0,5,1,12,13,1,2,1,5,8,4,58.0,16770,7,30.0,4,4,1195,4,1,1839,3,7,0,3,2,3,221000,81,3,12,12,12.0
685,12,3,0,3,1,22,2,4,5,1,6,6,2,1,1,5,8,4,62.7,5062,7,0.0,4,4,1190,4,1,2090,4,6,3,3,2,3,207500,219,3,23,23,23.0
686,5,1,3,3,4,21,2,0,5,1,12,13,2,2,1,5,6,5,84.0,10207,7,0.0,4,4,874,5,1,1761,4,7,0,3,2,3,227875,249,3,0,0,0.0
687,12,1,1,3,2,21,2,4,5,1,8,8,2,2,5,5,8,4,64.66666666666667,5105,7,0.0,4,4,551,5,1,1102,4,4,0,1,2,3,148800,60,3,3,3,3.0
688,0,3,3,1,4,22,2,0,2,1,8,8,1,2,1,5,6,5,60.0,8089,8,0.0,4,4,1419,5,1,1419,4,7,4,2,2,3,392000,140,3,0,0,0.0
689,11,3,0,3,0,16,2,4,2,1,12,13,3,2,1,5,8,4,61.0,7577,6,256.0,4,4,1362,5,1,1362,4,6,4,2,2,3,194700,220,2,2,1,2.0
690,11,4,3,3,4,5,2,4,2,1,12,13,1,2,1,5,8,4,71.68253968253968,4426,6,147.0,4,4,848,5,1,848,4,3,3,2,2,3,141000,149,2,4,4,4.0
691,5,3,0,3,0,15,2,0,5,1,6,6,1,2,1,5,8,4,104.0,21535,10,1170.0,5,5,2444,5,1,4316,5,10,5,3,3,3,755000,432,5,13,12,13.0
692,5,3,0,3,4,23,2,0,5,3,8,8,1,2,1,5,8,4,42.0,26178,7,293.0,4,4,1210,5,1,2519,4,9,4,2,2,3,335000,347,4,17,16,17.0
693,1,3,3,3,0,17,2,0,2,1,8,8,2,0,5,5,8,0,60.0,5400,5,0.0,3,3,1073,5,1,1073,3,4,0,1,1,3,108480,112,1,85,38,38.0
694,4,4,3,3,0,3,2,0,0,1,13,14,2,0,5,5,8,4,51.0,6120,5,0.0,3,3,927,3,1,1539,3,5,0,1,2,3,141500,112,2,73,59,14.0
695,0,3,0,3,4,23,2,0,2,1,6,6,1,1,1,5,8,4,54.0,13811,6,72.0,3,4,1112,4,1,1137,4,5,3,1,2,3,176000,125,3,19,19,19.0
696,1,4,3,3,4,3,2,0,2,1,13,15,2,1,5,5,8,4,50.0,6000,5,0.0,3,3,616,4,1,616,3,4,0,1,1,3,89000,129,1,85,56,85.0
697,0,3,0,3,4,7,2,0,2,1,13,14,2,2,5,5,8,4,57.0,6420,5,0.0,3,5,980,2,1,1148,3,6,0,1,1,3,123500,0,2,54,54,54.0
698,0,3,3,3,4,19,5,0,2,1,8,8,2,1,5,5,8,4,65.0,8450,5,0.0,3,3,894,5,1,894,3,5,4,1,1,3,138500,560,2,45,1,37.0
699,11,1,1,3,4,21,2,4,2,1,8,8,2,2,1,5,8,4,59.0,4282,7,0.0,4,4,1391,5,1,1391,4,5,0,2,2,3,196000,314,2,4,4,4.0
700,0,3,3,3,4,23,2,0,2,3,12,13,1,2,1,5,8,4,85.0,14331,8,630.0,4,5,1800,5,1,1800,4,7,4,3,3,3,312500,348,3,4,4,4.0
701,0,3,3,3,4,14,2,0,2,3,6,6,1,1,1,5,0,4,80.0,9600,7,168.0,3,3,1164,3,1,1164,3,6,0,1,2,3,140000,0,2,37,37,37.0
702,5,3,0,3,4,22,2,0,5,3,12,13,1,2,3,5,6,5,82.0,12438,8,466.0,5,5,1234,5,1,2576,5,10,4,3,3,3,361919,424,3,0,0,0.0
703,14,4,3,3,4,17,1,1,5,1,13,14,2,0,5,5,8,4,76.0,7630,5,0.0,3,4,360,4,1,1812,4,8,1,1,2,3,140000,384,2,110,14,11.0
704,0,3,3,3,4,5,2,0,2,1,12,13,1,2,1,5,8,4,70.0,8400,7,109.0,4,4,1473,5,1,1484,4,7,0,2,2,3,213000,179,3,6,5,6.0
705,14,4,3,3,4,9,2,1,5,3,12,15,2,3,6,3,8,4,70.0,5600,4,0.0,2,0,0,2,0,1092,2,7,0,0,0,0,55000,0,2,80,60,0.0
706,0,3,1,2,1,4,2,0,2,1,9,10,3,1,1,5,8,4,83.46153846153847,115149,7,351.0,3,4,1643,3,1,1824,4,5,3,1,2,3,302000,428,3,36,5,36.0
707,11,3,3,3,4,16,2,4,2,3,8,8,1,2,1,5,8,4,48.0,6240,8,176.0,4,4,1324,5,1,1324,4,6,4,3,2,3,254000,230,3,3,3,3.0
708,5,3,0,3,4,8,2,0,5,3,12,13,2,2,1,5,6,5,65.0,9018,7,0.0,4,4,728,5,1,1456,4,8,4,3,2,3,179540,124,3,0,0,0.0
709,0,3,0,3,4,19,2,0,2,1,6,6,0,2,1,5,8,0,74.4375,7162,5,41.0,3,3,876,3,1,904,3,6,0,1,1,3,109900,0,1,42,42,42.0
710,1,3,0,3,4,3,2,0,2,1,12,13,2,1,6,3,8,4,56.0,4130,3,0.0,4,3,270,4,1,729,3,5,0,0,0,0,52000,0,1,73,5,0.0
711,4,0,3,1,4,9,2,0,0,1,8,8,2,4,5,5,8,0,66.0,8712,4,0.0,3,3,859,4,1,1178,3,7,0,2,1,3,102776,166,1,110,60,46.0
712,11,3,0,1,4,22,2,4,2,1,6,6,2,2,1,5,8,4,40.0,4671,8,0.0,4,4,1228,4,1,1228,4,5,4,3,2,3,189000,288,3,20,19,20.0
713,14,3,3,3,4,3,6,1,2,1,6,6,1,1,5,5,8,4,60.0,9873,4,160.0,3,3,960,3,0,960,3,6,0,1,2,3,129000,288,2,36,36,36.0
714,5,3,0,3,1,19,5,0,5,1,6,10,1,1,1,5,8,4,74.4375,13517,6,289.0,4,3,725,5,1,1479,4,6,0,2,2,3,130500,44,3,34,5,34.0
715,0,3,3,3,4,14,2,0,2,3,6,6,1,1,1,5,8,4,78.0,10140,6,174.0,3,4,1064,3,1,1350,3,7,3,2,2,3,165000,0,2,35,35,35.0
716,6,4,3,0,4,17,2,0,5,1,13,13,2,0,5,5,8,4,60.0,10800,7,0.0,3,3,718,5,1,2554,3,8,0,1,2,3,159500,191,2,117,9,11.0
717,0,3,3,3,4,14,2,0,2,1,6,6,2,1,1,5,8,4,80.0,10000,5,0.0,3,4,1176,4,1,1178,4,5,2,1,2,3,157000,224,3,35,8,35.0
718,5,3,3,3,4,15,2,0,5,3,13,7,1,2,1,5,8,4,96.0,10542,7,651.0,4,4,1311,5,1,2418,4,9,3,2,3,3,341000,620,4,15,14,15.0
719,0,3,0,3,4,5,2,0,2,1,6,10,2,1,1,5,8,4,69.0,9920,5,0.0,3,4,971,3,1,971,3,5,1,1,1,3,128500,0,2,37,37,37.0
720,11,3,0,2,1,22,2,0,2,1,6,6,2,2,1,5,8,4,62.7,6563,8,0.0,4,4,1742,3,1,1742,4,5,3,2,2,3,275000,376,3,21,21,21.0
721,11,4,3,3,4,5,2,4,2,1,12,13,1,2,1,5,8,4,71.68253968253968,4426,6,169.0,4,4,848,5,1,848,4,3,0,2,2,3,143000,160,2,6,6,6.0
722,0,3,3,3,4,12,2,0,2,1,8,8,2,1,5,5,8,4,70.0,8120,4,0.0,3,3,864,5,1,864,3,5,0,1,2,3,124500,0,1,39,39,15.0
723,4,3,3,3,4,7,2,0,0,1,8,8,2,2,5,5,8,4,60.0,8172,4,0.0,3,3,941,5,1,1470,3,7,0,1,1,3,135000,156,2,54,36,50.0
724,0,3,0,3,4,7,2,0,2,3,5,5,3,2,1,5,8,4,86.0,13286,9,340.0,5,5,1698,5,1,1698,5,8,4,3,3,3,320000,391,3,2,1,2.0
725,0,3,3,3,4,12,2,0,2,1,6,10,2,1,5,5,8,4,60.0,6960,4,0.0,3,3,864,3,1,864,4,5,0,1,2,3,120500,96,1,39,39,20.0
726,0,3,0,3,0,6,2,0,2,3,13,10,1,1,1,5,8,4,71.8048780487805,21695,6,260.0,4,4,880,5,1,1680,4,5,4,3,2,3,222000,518,3,21,2,21.0
727,0,3,3,3,4,5,2,0,2,1,12,13,3,2,1,5,8,4,64.0,7314,7,82.0,4,4,1232,5,1,1232,4,6,0,2,2,3,194500,132,3,2,2,2.0
728,10,3,3,3,0,12,2,2,2,1,12,13,1,1,5,5,0,0,85.0,11475,5,95.0,3,3,1584,3,1,1776,3,9,0,1,3,3,110000,25,3,51,51,41.0
729,1,4,3,3,4,9,2,0,0,1,8,8,2,1,5,5,8,4,52.0,6240,4,0.0,3,3,780,3,1,1208,3,5,0,1,2,3,103000,135,1,84,59,47.0
730,11,3,0,3,4,22,2,4,2,1,5,5,2,2,1,5,8,4,39.0,5389,8,0.0,4,4,1595,5,1,1616,4,5,3,2,2,3,236500,389,3,15,14,15.0
731,8,3,0,3,0,23,2,0,7,1,12,13,1,2,1,5,8,4,73.0,9590,7,442.0,4,5,868,5,1,1146,4,6,4,3,2,3,187500,182,3,4,4,4.0
732,5,3,0,3,4,5,2,0,5,1,12,13,1,2,1,5,8,4,75.0,11404,7,202.0,4,4,1153,5,1,2031,4,8,3,3,2,3,222500,276,3,10,9,10.0
733,0,3,3,3,0,19,1,0,2,3,6,6,2,1,1,5,8,4,80.0,10000,5,0.0,3,3,864,5,1,1144,3,6,3,2,1,3,131400,165,2,48,26,48.0
734,0,3,0,3,0,19,2,0,2,1,9,10,2,2,1,5,8,3,74.4375,8978,5,0.0,3,3,948,3,1,948,3,6,0,1,1,3,108000,147,1,39,39,39.0
735,7,4,3,3,4,17,2,0,4,1,13,14,2,0,5,5,8,4,60.0,10800,7,0.0,3,4,880,2,0,1768,3,6,3,1,2,3,163000,341,2,92,36,92.0
736,10,3,3,3,4,12,2,2,2,1,11,11,2,1,5,5,8,4,60.0,8544,3,0.0,3,0,0,4,0,1040,3,6,0,1,2,3,93500,0,2,56,56,57.0
737,5,3,0,1,1,8,2,0,5,1,12,13,2,2,1,5,8,4,72.0,10463,8,0.0,4,4,893,5,1,1801,4,8,4,3,3,3,239900,116,3,1,1,1.0
738,10,3,3,3,4,7,2,2,2,1,9,10,2,1,6,3,8,2,60.0,10800,5,0.0,3,4,1200,3,1,1200,3,5,0,0,0,0,179000,120,6,22,21,0.0
739,5,3,0,3,4,5,2,0,5,1,12,13,2,2,1,5,8,4,65.0,9313,7,0.0,4,4,864,5,1,1728,4,7,0,2,2,3,190000,243,3,5,5,5.0
740,6,4,3,3,4,17,2,0,5,1,13,15,2,0,5,2,8,0,60.0,9600,5,0.0,3,2,264,5,1,1432,3,7,0,1,2,3,132000,382,2,97,5,97.0
741,0,3,0,3,4,19,1,0,2,3,6,6,2,1,5,5,8,4,65.0,6768,6,0.0,3,3,912,4,1,912,4,5,0,1,1,3,142000,168,3,47,12,46.0
