,MSSubClass,MSZoning,LotFrontage,LotArea,LotShape,LandContour,LotConfig,Neighborhood,Condition1,BldgType,HouseStyle,OverallQual,RoofStyle,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,Foundation,BsmtQual,TotalBsmtSF,HeatingQC,CentralAir,GrLivArea,KitchenQual,TotRmsAbvGrd,FireplaceQu,GarageType,GarageFinish,GarageCars,GarageQual,GarageCond,SaleType,SaleCondition,SalePrice,Total_OutdoorSF,Baths,Age,AgeRemodAdd,AgeGarage
101,60,RL,77.0,9206,Reg,Lvl,Inside,SawyerW,Norm,1Fam,2Story,6,Gable,HdBoard,HdBoard,BrkFace,336.0,4,CBlock,4,741,3,1,1732,4,7,3,Attchd,3,2,3,TA,WD,Normal,178000,238,3,25,25,25.0
102,90,RL,64.0,7018,Reg,Bnk,Inside,SawyerW,Norm,Duplex,1Story,5,Gable,HdBoard,HdBoard,None,0.0,3,Slab,0,0,3,1,1535,3,8,0,Attchd,1,2,3,TA,WD,Alloca,118964,0,2,30,30,30.0
103,20,RL,94.0,10402,IR1,Lvl,Corner,CollgCr,Norm,1Fam,1Story,7,Gable,VinylSd,VinylSd,None,0.0,3,PConc,4,1226,5,1,1226,4,6,0,Attchd,2,3,3,TA,WD,Normal,198900,36,2,1,1,1.0
104,50,RM,62.5,7758,Reg,Lvl,Corner,IDOTRR,Norm,1Fam,1.5Fin,7,Gable,Stucco,Stucco,BrkFace,600.0,3,PConc,3,1040,5,1,1818,3,7,3,Detchd,1,1,3,TA,WD,Normal,169500,184,2,76,57,56.0
105,60,FV,75.0,9375,Reg,Lvl,Inside,Somerst,Norm,1Fam,2Story,8,Hip,VinylSd,VinylSd,BrkFace,768.0,4,PConc,5,1053,5,1,1992,4,9,4,Attchd,2,2,3,TA,WD,Normal,250000,185,3,5,4,5.0
106,30,RM,60.0,10800,Reg,Lvl,Inside,OldTown,Norm,1Fam,1Story,4,Mansard,VinylSd,VinylSd,None,0.0,3,BrkTil,2,641,4,1,1047,3,6,0,Detchd,1,1,2,Fa,WD,Normal,100000,0,1,122,12,53.0
107,20,RM,50.0,6000,Reg,Lvl,Inside,OldTown,Norm,1Fam,1Story,5,Gable,VinylSd,VinylSd,None,0.0,3,CBlock,3,789,5,1,789,3,5,0,Detchd,1,1,3,TA,WD,Partial,115000,0,1,60,58,60.0
108,50,RM,85.0,8500,Reg,Lvl,Corner,IDOTRR,Artery,1Fam,1.5Fin,5,Gable,CemntBd,CmentBd,None,0.0,3,CBlock,3,793,3,0,1517,2,7,0,NA,0,0,0,None,WD,Normal,115000,144,2,88,2,0.0
109,20,RL,105.0,11751,IR1,Lvl,Inside,NWAmes,Norm,1Fam,1Story,6,Hip,Plywood,Plywood,BrkFace,480.0,3,CBlock,4,1844,5,1,1844,3,7,3,Attchd,2,2,3,TA,COD,Normal,190000,122,2,33,33,33.0
110,50,RL,75.0,9525,Reg,Lvl,Inside,Edwards,Norm,1Fam,1.5Fin,6,Gable,Wd Sdng,Wd Sdng,None,0.0,3,CBlock,3,994,4,1,1855,3,7,0,Attchd,1,1,3,TA,WD,Normal,136900,182,2,52,34,52.0
111,80,RL,79.87755102040816,7750,IR1,Lvl,Inside,Gilbert,Norm,1Fam,SLvl,7,Gable,VinylSd,VinylSd,None,0.0,3,PConc,4,384,5,1,1430,3,7,3,BuiltIn,3,2,3,TA,WD,Normal,180000,180,3,10,10,10.0
112,60,RL,77.0,9965,Reg,Lvl,Inside,CollgCr,Norm,1Fam,2Story,7,Gable,VinylSd,VinylSd,Stone,220.0,4,PConc,5,1264,5,1,2696,5,10,4,BuiltIn,3,3,3,TA,New,Partial,383970,472,4,0,0,0.0
113,20,RL,71.8048780487805,21000,Reg,Bnk,Corner,Crawfor,Norm,1Fam,1Story,6,Hip,Wd Sdng,Wd Sdng,BrkFace,184.0,3,CBlock,4,1809,3,1,2259,4,7,4,Basment,1,2,3,TA,COD,Abnorml,217000,478,3,54,54,54.0
114,70,RL,61.0,7259,IR1,Lvl,Inside,Crawfor,Norm,1Fam,2Story,6,Gambrel,Wd Sdng,Wd Sdng,None,0.0,3,CBlock,3,1028,5,1,2320,4,9,3,Detchd,1,1,3,TA,WD,Normal,259500,224,4,62,5,62.0
115,160,FV,34.0,3230,Reg,Lvl,Corner,Somerst,Norm,TwnhsE,2Story,6,Gable,MetalSd,MetalSd,BrkFace,1129.0,3,PConc,4,729,4,1,1458,3,5,2,Detchd,1,2,3,TA,WD,Normal,176000,32,3,8,8,8.0
116,20,RL,74.4375,11616,Reg,Lvl,Inside,Sawyer,Norm,1Fam,1Story,5,Gable,Wd Sdng,Wd Sdng,BrkFace,116.0,3,CBlock,3,1092,3,1,1092,3,6,1,Attchd,1,1,3,TA,WD,Normal,139000,164,2,47,47,47.0
117,20,RL,74.0,8536,Reg,Lvl,Corner,Edwards,Norm,1Fam,1Story,5,Gable,VinylSd,VinylSd,None,0.0,3,PConc,4,1125,4,1,1125,3,5,0,Attchd,1,2,3,TA,New,Partial,155000,144,2,1,0,0.0
118,60,RL,90.0,12376,Reg,Lvl,Corner,SawyerW,Norm,1Fam,2Story,7,Hip,Plywood,Plywood,None,0.0,3,PConc,4,1673,4,1,3222,4,11,3,Attchd,1,3,3,TA,WD,Normal,320000,367,4,20,20,20.0
119,60,RL,65.0,8461,Reg,Lvl,Inside,CollgCr,Norm,1Fam,2Story,6,Gable,VinylSd,VinylSd,None,0.0,4,PConc,4,728,5,1,1456,4,8,4,Attchd,3,2,3,TA,New,Partial,163990,24,3,1,0,1.0
120,80,RL,83.46153846153847,21453,IR1,Low,CulDSac,ClearCr,Norm,1Fam,SLvl,6,Flat,Plywood,Plywood,None,0.0,3,CBlock,3,938,5,1,988,3,4,3,Attchd,1,2,3,TA,WD,Normal,180000,260,2,37,37,37.0
121,50,RM,50.0,6060,Reg,Lvl,Inside,IDOTRR,Norm,1Fam,1.5Fin,4,Gable,AsbShng,AsbShng,None,0.0,3,PConc,3,732,4,1,1123,3,4,0,Detchd,1,1,3,TA,WD,Normal,100000,140,1,68,57,28.0
122,20,RL,75.0,9464,Reg,Lvl,Corner,NAmes,Norm,1Fam,1Story,6,Hip,MetalSd,MetalSd,BrkFace,135.0,3,CBlock,3,1080,4,1,1080,3,5,0,Attchd,1,1,3,TA,WD,Normal,136000,130,1,50,50,50.0
123,120,RL,55.0,7892,Reg,Lvl,Inside,SawyerW,Norm,TwnhsE,1Story,6,Gable,Plywood,Plywood,None,0.0,4,PConc,4,1199,5,1,1199,4,5,0,Attchd,2,2,3,TA,WD,Normal,153900,63,2,15,15,15.0
124,20,RL,48.0,17043,IR1,Lvl,CulDSac,NWAmes,Norm,1Fam,1Story,6,Gable,HdBoard,HdBoard,None,0.0,3,CBlock,4,1362,3,1,1586,3,7,3,Attchd,1,2,3,TA,WD,Normal,181000,192,2,30,11,30.0
125,190,RM,60.0,6780,Reg,Lvl,Inside,IDOTRR,Norm,2fmCon,1.5Fin,6,Gable,Wd Sdng,Wd Sdng,None,0.0,3,CBlock,3,520,4,0,754,3,5,0,NA,0,0,0,None,WD,Normal,84500,53,2,71,24,0.0
126,120,RL,32.285714285714285,4928,IR1,Lvl,Inside,NPkVill,Norm,TwnhsE,1Story,6,Gable,Plywood,Plywood,None,0.0,3,CBlock,4,1078,3,1,958,3,5,3,Attchd,2,2,3,TA,WD,Normal,128000,205,2,31,31,30.0
127,45,RM,55.0,4388,IR1,Bnk,Inside,OldTown,Feedr,1Fam,1.5Unf,5,Gable,WdShing,Wd Sdng,None,0.0,3,BrkTil,3,672,5,1,840,3,5,3,NA,0,0,0,None,WD,Normal,87000,0,1,77,57,0.0
128,60,RL,69.0,7590,Reg,Lvl,Inside,NAmes,PosN,1Fam,2Story,6,Gable,VinylSd,VinylSd,BrkFace,266.0,3,CBlock,3,660,3,1,1348,3,6,2,Attchd,2,2,3,TA,WD,Normal,155000,296,2,40,40,40.0
129,20,RL,69.0,8973,Reg,Lvl,Inside,NAmes,Norm,1Fam,1Story,5,Gable,Plywood,Plywood,BrkFace,85.0,3,CBlock,3,1008,3,1,1053,5,6,0,2Types,2,2,3,TA,WD,Abnorml,150000,260,3,48,15,8.0
130,60,RL,88.0,14200,Reg,Lvl,Corner,NAmes,Norm,1Fam,2Story,7,Gable,MetalSd,MetalSd,BrkFace,309.0,3,CBlock,3,924,5,1,2157,4,8,4,Attchd,3,2,3,TA,WD,Normal,226000,171,3,40,40,40.0
131,60,RL,79.87755102040816,12224,IR1,Lvl,Corner,Gilbert,Norm,1Fam,2Story,6,Gable,VinylSd,VinylSd,BrkFace,40.0,4,PConc,4,992,5,1,2054,4,7,3,BuiltIn,2,2,3,TA,WD,Normal,244000,72,4,9,9,9.0
132,20,RL,75.0,7388,Reg,Lvl,Corner,NAmes,Norm,1Fam,1Story,5,Gable,MetalSd,MetalSd,None,0.0,3,CBlock,3,1063,4,1,1327,4,7,0,Detchd,1,2,3,TA,WD,Normal,150750,0,2,48,5,33.0
133,20,RL,80.13333333333334,6853,IR1,Lvl,Inside,Timber,Norm,1Fam,1Story,8,Gable,VinylSd,VinylSd,BrkFace,136.0,4,PConc,5,1267,5,1,1296,4,6,0,Attchd,3,2,3,TA,WD,Normal,220000,217,3,8,7,8.0
134,20,RL,78.0,10335,IR1,Lvl,Inside,Sawyer,Norm,1Fam,1Story,5,Gable,Plywood,Plywood,None,0.0,3,CBlock,3,1461,4,1,1721,3,7,3,Attchd,2,2,3,TA,WD,Normal,180000,276,3,38,13,38.0
135,20,RL,80.0,10400,Reg,Lvl,Inside,NWAmes,Norm,1Fam,1Story,7,Hip,Plywood,Plywood,BrkFace,288.0,3,PConc,3,1304,4,1,1682,3,7,4,Attchd,1,2,3,TA,WD,Normal,174000,98,2,38,38,38.0
136,20,RL,76.46236559139786,10355,IR1,Lvl,Corner,NAmes,Norm,1Fam,1Story,5,Gable,MetalSd,MetalSd,BrkFace,196.0,3,CBlock,3,1214,3,1,1214,3,5,2,Attchd,2,1,3,TA,WD,Normal,143000,111,2,40,40,40.0
137,90,RL,82.0,11070,Reg,Lvl,Inside,Mitchel,Norm,Duplex,1Story,7,Gable,VinylSd,VinylSd,BrkFace,70.0,3,CBlock,3,1907,4,1,1959,3,9,0,2Types,1,3,3,TA,WD,Family,171000,0,3,18,17,17.0
138,60,RL,73.0,9066,IR1,Lvl,Inside,CollgCr,Norm,1Fam,2Story,8,Gable,VinylSd,VinylSd,BrkFace,320.0,4,PConc,4,1004,5,1,1852,4,7,3,Attchd,3,3,3,TA,WD,Normal,230000,330,3,9,8,9.0
139,60,RL,65.0,15426,IR1,Lvl,Inside,CollgCr,Norm,1Fam,2Story,6,Gable,VinylSd,VinylSd,None,0.0,3,PConc,4,928,5,1,1764,4,7,0,Attchd,2,2,3,TA,WD,Normal,231500,375,4,12,12,12.0
140,20,RL,70.0,10500,Reg,Lvl,FR2,NAmes,Norm,1Fam,1Story,4,Gable,HdBoard,HdBoard,None,0.0,3,CBlock,3,864,3,1,864,3,5,1,NA,0,0,0,None,ConLI,Normal,115000,0,1,39,39,0.0
141,20,RL,78.0,11645,Reg,Lvl,Inside,CollgCr,Norm,1Fam,1Story,7,Gable,VinylSd,VinylSd,None,0.0,4,PConc,4,1734,5,1,1734,4,7,0,Attchd,3,2,3,TA,WD,Normal,260000,184,3,1,1,1.0
142,50,RL,71.0,8520,Reg,Lvl,Corner,NAmes,Artery,1Fam,1.5Fin,5,Gable,BrkFace,Wd Sdng,None,0.0,3,CBlock,3,910,2,1,1385,3,6,0,Detchd,1,2,3,TA,WD,Normal,166000,0,2,58,58,10.0
143,20,RL,78.0,10335,IR1,Lvl,Inside,CollgCr,Norm,1Fam,1Story,7,Gable,VinylSd,VinylSd,BrkFace,183.0,4,PConc,4,1490,5,1,1501,4,6,0,Attchd,2,2,3,TA,WD,Normal,204000,173,3,10,10,10.0
144,90,RM,70.0,9100,Reg,Lvl,Inside,Sawyer,RRAe,Duplex,1Story,5,Gable,HdBoard,HdBoard,BrkFace,336.0,3,CBlock,3,1728,3,1,1728,3,10,0,Detchd,1,2,3,TA,ConLI,Abnorml,125000,0,3,43,43,43.0
145,160,RM,24.0,2522,Reg,Lvl,Inside,Edwards,Norm,Twnhs,2Story,6,Gable,VinylSd,VinylSd,Stone,50.0,4,PConc,4,970,5,1,1709,4,7,0,Detchd,1,2,3,TA,WD,Normal,130000,40,2,2,0,2.0
146,30,RM,51.0,6120,Reg,Lvl,Corner,BrkSide,Norm,1Fam,1Story,5,Gable,Wd Sdng,Wd Sdng,None,0.0,3,BrkTil,3,715,3,1,875,3,5,0,Detchd,1,1,2,TA,WD,Normal,105000,48,2,78,16,78.0
147,60,RL,79.87755102040816,9505,IR1,Lvl,CulDSac,Gilbert,Norm,1Fam,2Story,7,Gable,VinylSd,VinylSd,BrkFace,180.0,4,PConc,4,884,5,1,2035,4,8,4,BuiltIn,3,2,3,TA,WD,Normal,222500,192,3,9,9,9.0
148,20,RL,63.0,7500,Reg,Lvl,Inside,SawyerW,Norm,1Fam,1Story,7,Gable,VinylSd,VinylSd,BrkFace,120.0,3,PConc,4,1080,5,1,1080,4,6,0,NA,0,0,0,None,WD,Normal,141000,0,2,4,3,0.0
149,50,RM,57.509803921568626,6240,Reg,Lvl,Inside,BrkSide,Norm,1Fam,1.5Fin,5,Gable,MetalSd,MetalSd,None,0.0,3,BrkTil,4,896,4,1,1344,3,7,0,Detchd,1,1,2,TA,WD,Normal,115000,314,1,70,56,70.0
150,20,RL,120.0,10356,Reg,Lvl,Corner,CollgCr,Norm,1Fam,1Story,5,Gable,HdBoard,HdBoard,None,0.0,3,CBlock,3,969,3,1,969,3,5,0,Attchd,1,2,3,TA,WD,Normal,122000,0,2,32,32,32.0
151,20,RL,107.0,13891,Reg,Lvl,Inside,NridgHt,Norm,1Fam,1Story,8,Hip,VinylSd,VinylSd,Stone,436.0,4,PConc,5,1710,5,1,1710,4,6,4,Attchd,2,3,3,TA,New,Partial,372402,102,3,1,0,1.0
152,60,RL,81.28888888888889,14803,IR1,Lvl,CulDSac,NWAmes,Norm,1Fam,2Story,6,Gable,HdBoard,HdBoard,BrkFace,252.0,3,CBlock,3,825,4,1,1993,3,8,4,Attchd,2,2,3,TA,WD,Normal,190000,66,3,35,35,35.0
153,20,RL,83.46153846153847,13500,Reg,Lvl,Inside,ClearCr,Norm,1Fam,1Story,6,Flat,BrkFace,Plywood,None,0.0,3,CBlock,4,1602,4,1,1252,3,4,4,Attchd,2,2,3,TA,WD,Normal,235000,409,2,48,33,48.0
154,30,RM,84.0,11340,Reg,Lvl,Corner,OldTown,Norm,1Fam,1Story,6,Gable,Wd Sdng,Wd Sdng,None,0.0,3,BrkTil,3,1200,3,1,1200,3,7,0,Detchd,1,1,2,Fa,WD,Family,125000,228,1,83,56,83.0
155,50,RL,60.0,9600,Reg,Lvl,Corner,Edwards,Artery,1Fam,1.5Fin,6,Gable,Wd Sdng,Wd Sdng,None,0.0,3,BrkTil,3,572,2,0,1096,3,5,0,NA,0,0,0,None,WD,Normal,79000,136,1,84,58,0.0
156,20,RL,60.0,7200,Reg,Lvl,Inside,NAmes,Norm,1Fam,1Story,5,Hip,Wd Sdng,Wd Sdng,None,0.0,3,CBlock,0,0,3,1,1040,3,5,0,Detchd,1,2,3,TA,WD,Normal,109500,0,1,56,56,56.0
157,60,RL,92.0,12003,Reg,Lvl,Corner,Timber,Norm,1Fam,2Story,8,Gable,VinylSd,VinylSd,BrkFace,84.0,4,PConc,5,774,5,1,1968,5,8,4,BuiltIn,3,3,3,TA,New,Partial,269500,75,3,1,0,1.0
158,60,FV,100.0,12552,Reg,Lvl,Corner,Somerst,Norm,1Fam,2Story,7,Gable,VinylSd,VinylSd,None,0.0,4,PConc,4,991,5,1,1947,4,8,4,Attchd,2,2,3,TA,WD,Normal,254900,136,3,6,5,6.0
159,60,RL,134.0,19378,IR1,HLS,Corner,Gilbert,Norm,1Fam,2Story,7,Gable,VinylSd,VinylSd,BrkFace,456.0,4,PConc,4,1392,5,1,2462,4,9,4,Attchd,2,2,3,TA,New,Partial,320000,539,4,1,0,0.0
160,20,RL,59.714285714285715,11120,IR1,Lvl,CulDSac,Veenker,Norm,1Fam,1Story,6,Gable,Plywood,Plywood,None,0.0,3,PConc,4,1232,3,1,1232,3,6,0,Attchd,1,2,3,TA,WD,Normal,162500,0,2,24,24,24.0
161,60,RL,110.0,13688,IR1,Lvl,Inside,NridgHt,Norm,1Fam,2Story,9,Gable,VinylSd,VinylSd,BrkFace,664.0,4,PConc,5,1572,5,1,2668,5,10,4,BuiltIn,3,3,3,TA,WD,Normal,412500,400,4,5,4,5.0
162,20,RL,95.0,12182,Reg,Lvl,Corner,NridgHt,Norm,1Fam,1Story,7,Gable,VinylSd,VinylSd,BrkFace,226.0,4,PConc,4,1541,5,1,1541,4,7,4,Attchd,2,2,3,TA,New,Partial,220000,70,2,5,5,5.0
163,45,RL,55.0,5500,Reg,Lvl,Inside,OldTown,Norm,1Fam,1.5Unf,4,Gable,MetalSd,MetalSd,None,0.0,3,CBlock,3,882,5,1,882,3,4,0,NA,0,0,0,None,WD,Normal,103200,0,1,51,51,0.0
164,40,RM,40.0,5400,Reg,Lvl,Corner,OldTown,Norm,1Fam,1Story,6,Gable,MetalSd,MetalSd,None,0.0,3,BrkTil,3,1149,4,1,1616,4,5,0,Detchd,1,1,3,TA,WD,Normal,152000,183,2,81,3,81.0
165,190,RL,62.0,10106,Reg,Lvl,Inside,Edwards,Norm,2fmCon,1.5Fin,5,Gable,Wd Sdng,Wd Sdng,None,0.0,3,BrkTil,3,644,4,1,1355,3,6,0,NA,0,0,0,None,WD,Normal,127500,140,3,68,9,0.0
166,20,RL,83.46153846153847,10708,IR1,Lvl,Inside,ClearCr,Norm,1Fam,1Story,5,Hip,Wd Sdng,Wd Sdng,None,0.0,4,CBlock,3,1617,5,1,1867,3,7,4,Attchd,3,1,3,TA,COD,Normal,190000,618,2,54,16,54.0
167,60,RL,86.0,10562,Reg,Lvl,Inside,NridgHt,Norm,1Fam,2Story,8,Gable,VinylSd,VinylSd,Stone,300.0,4,PConc,5,1582,5,1,2161,5,8,4,Attchd,3,3,3,TA,New,Partial,325624,298,3,0,0,0.0
168,60,RL,62.0,8244,IR1,Lvl,Inside,Gilbert,Norm,1Fam,2Story,7,Gable,VinylSd,VinylSd,None,0.0,4,PConc,4,840,5,1,1720,4,7,4,Attchd,3,2,3,TA,WD,Normal,183500,148,3,3,3,3.0
169,20,RL,80.13333333333334,16669,IR1,Lvl,Corner,Timber,Norm,1Fam,1Story,8,Hip,Plywood,Plywood,BrkFace,653.0,4,CBlock,4,1686,3,1,1707,3,6,3,Attchd,2,2,3,TA,WD,Normal,228000,638,3,25,25,25.0
170,50,RM,62.788990825688074,12358,IR1,Lvl,Inside,OldTown,Feedr,1Fam,1.5Fin,5,Gable,MetalSd,MetalSd,None,0.0,3,CBlock,3,720,3,1,1382,3,7,0,Detchd,1,2,3,TA,WD,Normal,128500,237,2,66,57,16.0
171,20,RL,141.0,31770,IR1,Lvl,Corner,NAmes,Norm,1Fam,1Story,6,Hip,BrkFace,Plywood,Stone,112.0,3,CBlock,3,1080,2,1,1656,3,7,4,Attchd,3,2,3,TA,WD,Normal,215000,272,2,50,50,50.0
172,160,RL,44.0,5306,IR1,Lvl,Inside,StoneBr,Norm,TwnhsE,2Story,7,Gable,HdBoard,HdBoard,None,0.0,4,PConc,4,1064,4,1,1767,4,5,3,Attchd,2,2,4,TA,WD,Normal,239000,476,3,19,19,19.0
173,20,RL,80.0,10197,IR1,Lvl,Inside,NAmes,Norm,1Fam,1Story,6,Gable,WdShing,Wd Shng,BrkCmn,491.0,3,CBlock,3,1362,3,1,1362,3,6,3,Attchd,1,2,3,TA,COD,Normal,163000,20,3,47,47,47.0
174,20,RL,47.0,12416,IR1,Lvl,Inside,Timber,Norm,1Fam,1Story,6,Gable,VinylSd,Plywood,Stone,132.0,3,CBlock,4,1606,3,1,1651,3,7,3,Attchd,3,2,3,TA,WD,Normal,184000,192,3,22,22,22.0
175,20,RL,84.0,12615,Reg,Lvl,Corner,Edwards,Norm,1Fam,1Story,6,Gable,WdShing,Wd Shng,None,0.0,3,CBlock,3,1202,3,1,2158,4,7,4,Attchd,1,2,3,TA,WD,Normal,243000,68,3,57,6,57.0
176,60,RL,97.0,10029,IR1,Lvl,Corner,ClearCr,Norm,1Fam,2Story,6,Gable,Plywood,Plywood,BrkFace,268.0,4,PConc,4,1151,3,1,2060,3,8,3,Attchd,1,2,3,TA,WD,Normal,211000,420,4,19,18,19.0
177,50,RL,74.4375,13650,Reg,Lvl,Inside,Sawyer,Norm,1Fam,1.5Fin,5,Gable,MetalSd,MetalSd,None,0.0,4,CBlock,3,1052,5,1,1920,4,8,4,Attchd,1,2,3,TA,WD,Normal,172500,0,3,48,48,48.0
178,20,RL,63.0,17423,IR1,Lvl,CulDSac,StoneBr,Norm,1Fam,1Story,9,Hip,VinylSd,VinylSd,Stone,748.0,5,PConc,5,2216,5,1,2234,5,9,4,Attchd,3,3,3,TA,New,Partial,501837,60,3,1,0,0.0
179,30,RM,60.0,8520,Reg,Lvl,Inside,OldTown,Norm,1Fam,1Story,5,Gable,Wd Sdng,Wd Sdng,None,0.0,4,CBlock,3,968,3,1,968,3,5,0,Detchd,1,2,2,TA,WD,Normal,100000,184,1,84,1,72.0
180,160,FV,64.66666666666667,2117,Reg,Lvl,Inside,Somerst,Norm,Twnhs,2Story,6,Gable,MetalSd,MetalSd,BrkFace,456.0,4,PConc,4,756,5,1,1525,4,5,3,Detchd,1,2,3,TA,WD,Normal,177000,0,3,7,7,7.0
181,70,RL,54.0,7588,Reg,Lvl,Inside,Crawfor,Norm,1Fam,2Story,7,Gable,Stucco,Stucco,None,0.0,3,BrkTil,2,793,4,1,1802,3,9,4,Detchd,1,1,2,TA,WD,Normal,200100,40,2,86,56,86.0
182,20,RL,60.0,9060,Reg,Lvl,Inside,Edwards,Artery,1Fam,1Story,5,Hip,Wd Sdng,Wd Sdng,BrkFace,98.0,3,PConc,0,0,5,1,1340,3,7,4,Attchd,2,1,3,TA,WD,Normal,120000,296,1,50,1,50.0
183,50,RM,63.0,11426,Reg,Lvl,Inside,OldTown,Norm,1Fam,1.5Fin,7,Gable,VinylSd,VinylSd,None,0.0,3,PConc,4,1362,5,1,2082,4,6,0,Detchd,1,2,3,TA,WD,Normal,200000,518,3,5,5,5.0
184,50,RL,92.0,7438,IR1,Lvl,Inside,BrkSide,RRAn,1Fam,1.5Fin,5,Gable,AsbShng,Plywood,None,0.0,3,PConc,2,504,4,1,1252,3,5,0,Attchd,1,2,3,TA,WD,Normal,127000,104,1,98,15,20.0
185,75,RM,90.0,22950,IR2,Lvl,Inside,OldTown,Artery,1Fam,2.5Fin,10,Gable,Wd Sdng,Wd Sdng,None,0.0,4,BrkTil,3,1107,5,1,3608,5,12,3,Detchd,1,3,5,TA,WD,Normal,475000,670,3,114,13,13.0
186,80,RL,70.08333333333333,9947,IR1,Lvl,CulDSac,Mitchel,Norm,1Fam,SLvl,7,Gable,HdBoard,HdBoard,None,0.0,3,PConc,4,1188,5,1,1217,4,6,0,Attchd,1,2,3,TA,WD,Normal,173000,195,3,19,18,19.0
187,50,RL,60.0,10410,Reg,Lvl,Inside,OldTown,Norm,1Fam,1.5Fin,5,Gable,HdBoard,HdBoard,None,0.0,3,CBlock,2,660,5,1,1656,3,8,0,Detchd,1,1,2,Fa,WD,Normal,135000,140,3,93,22,93.0
188,90,RL,64.0,7018,Reg,Bnk,Inside,SawyerW,Feedr,Duplex,SFoyer,5,Gable,Plywood,Plywood,Stone,275.0,3,CBlock,4,1086,3,1,1224,3,6,3,Detchd,1,2,3,TA,WD,Alloca,153337,120,4,30,30,30.0
189,120,RL,41.0,4923,Reg,Lvl,Inside,StoneBr,Norm,TwnhsE,1Story,8,Gable,CemntBd,CmentBd,None,0.0,4,PConc,5,1593,5,1,1593,5,5,4,Attchd,3,2,3,TA,WD,Normal,286000,344,3,7,6,7.0
190,70,RL,70.0,10570,Reg,Bnk,Inside,Crawfor,Norm,1Fam,2Story,8,Hip,BrkFace,BrkFace,None,0.0,4,CBlock,4,853,3,1,2727,4,10,3,Detchd,1,2,3,TA,WD,Normal,315000,74,3,75,13,75.0
191,60,RL,76.46236559139786,7472,IR1,Lvl,CulDSac,NAmes,Norm,1Fam,2Story,7,Gable,HdBoard,HdBoard,BrkFace,138.0,3,CBlock,3,725,4,1,1479,4,7,0,Attchd,3,2,3,TA,WD,Normal,184000,32,3,35,3,35.0
192,20,RL,68.0,9017,IR1,Lvl,Inside,CollgCr,Norm,1Fam,1Story,7,Gable,VinylSd,VinylSd,None,0.0,4,PConc,4,1431,5,1,1431,4,6,0,Attchd,3,2,3,TA,WD,Normal,192000,35,3,10,10,10.0
193,160,RM,24.0,2522,Reg,Lvl,Inside,Edwards,Norm,Twnhs,2Story,7,Gable,VinylSd,VinylSd,Stone,50.0,4,PConc,4,970,5,1,1709,4,7,0,Detchd,1,2,3,TA,WD,Normal,130000,40,2,2,2,2.0
194,20,RL,60.0,7180,IR1,Lvl,Inside,CollgCr,Norm,1Fam,1Story,5,Hip,HdBoard,HdBoard,None,0.0,3,CBlock,3,864,3,1,864,3,5,0,Detchd,1,1,3,TA,WD,Normal,127000,0,1,36,36,19.0
195,160,RL,24.0,2280,Reg,Lvl,FR2,NPkVill,Norm,Twnhs,2Story,6,Gable,Plywood,Brk Cmn,None,0.0,3,CBlock,4,855,3,1,1456,3,7,3,Attchd,1,2,3,TA,WD,Normal,148500,87,3,33,33,33.0
196,20,RL,79.0,9416,Reg,Lvl,Inside,Somerst,Norm,1Fam,1Story,7,Hip,CemntBd,CmentBd,Stone,205.0,5,PConc,5,1726,5,1,1726,5,8,4,Attchd,3,3,3,TA,New,Partial,311872,575,3,0,0,0.0
197,75,RL,174.0,25419,Reg,Lvl,Corner,NAmes,Artery,1Fam,2Story,8,Gable,Stucco,Stucco,None,0.0,4,PConc,3,1360,4,1,3112,4,8,5,Detchd,1,2,3,TA,WD,Abnorml,235000,568,4,88,16,88.0
198,75,RM,92.0,5520,Reg,Lvl,Corner,OldTown,Norm,1Fam,2.5Fin,6,Gable,Wd Sdng,Wd Sdng,None,0.0,3,CBlock,3,755,5,1,2229,3,8,0,NA,0,0,0,None,WD,Abnorml,104000,228,1,97,59,0.0
199,20,RL,76.0,9591,Reg,Lvl,Inside,NridgHt,Norm,1Fam,1Story,8,Hip,VinylSd,VinylSd,BrkFace,262.0,4,PConc,5,1713,5,1,1713,5,7,4,Attchd,3,3,3,TA,WD,Normal,274900,196,3,5,4,5.0
200,20,RM,80.0,8546,Reg,Lvl,Corner,Edwards,Norm,1Fam,1Story,4,Gable,VinylSd,VinylSd,None,0.0,3,PConc,4,1121,5,1,1121,3,5,0,Attchd,2,2,3,TA,WD,Normal,140000,196,2,7,6,7.0
201,20,RL,75.0,10125,Reg,Lvl,Inside,Mitchel,Norm,1Fam,1Story,6,Gable,Plywood,Plywood,None,0.0,3,CBlock,3,1196,3,1,1279,3,6,2,Detchd,1,2,3,TA,WD,Normal,171500,321,3,31,31,28.0
202,50,RL,50.0,7000,Reg,Lvl,Corner,OldTown,Artery,1Fam,1.5Fin,6,Gable,MetalSd,MetalSd,None,0.0,3,BrkTil,2,617,4,1,1310,3,6,0,Attchd,1,1,3,TA,COD,Normal,112000,126,2,82,56,82.0
203,120,RM,71.68253968253968,4438,Reg,Lvl,Inside,CollgCr,Norm,TwnhsE,1Story,6,Gable,VinylSd,VinylSd,BrkFace,205.0,4,PConc,4,848,5,1,848,4,3,4,Attchd,2,2,3,TA,WD,Normal,149000,149,2,4,4,4.0
